record_id,Data_json,redacted_data_json,is_pii
179,"{""first_name"": ""Rakesh"", ""credit_score"": 750}","{""first_name"": ""Rakesh"", ""credit_score"": 750}",False
180,"{""name"": ""Sunita Devi"", ""address"": ""123 Gandhi Nagar, Patna, 800001"", ""email"": ""sunita.devi@email.org""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""email"": ""REDACTED_PII""}",True
181,"{""message_queue"": ""rabbitmq"", ""queue_depth"": 150}","{""message_queue"": ""rabbitmq"", ""queue_depth"": 150}",False
182,"{""passport"": ""V2581470"", ""diplomatic_status"": false}","{""passport"": ""VXXXXXXX"", ""diplomatic_status"": false}",True
183,"{""last_name"": ""Yadav"", ""experience"": ""5 years""}","{""last_name"": ""Yadav"", ""experience"": ""5 years""}",False
185,"{""security_scan"": ""passed"", ""vulnerabilities_found"": 0}","{""security_scan"": ""passed"", ""vulnerabilities_found"": 0}",False
186,"{""name"": ""Ritu Singh"", ""phone"": ""6789012345"", ""email"": ""ritu.singh@company.com""}","{""name"": ""REDACTED_PII"", ""phone"": ""67XXXXXX45"", ""email"": ""REDACTED_PII""}",True
187,"{""container_registry"": ""docker_hub"", ""image_version"": ""v1.2.3""}","{""container_registry"": ""docker_hub"", ""image_version"": ""v1.2.3""}",False
188,"{""upi_id"": ""3210987654@paytm"", ""pin_change_required"": false}","{""upi_id"": ""32XXXX@paytm"", ""pin_change_required"": false}",True
189,"{""city"": ""Chandigarh"", ""weather_forecast"": ""sunny""}","{""city"": ""Chandigarh"", ""weather_forecast"": ""sunny""}",False
190,"{""phone"": ""7678901234"", ""fiber_connection"": true}","{""phone"": ""76XXXXXX34"", ""fiber_connection"": true}",True
191,"{""first_name"": ""Manoj"", ""vehicle_type"": ""sedan""}","{""first_name"": ""Manoj"", ""vehicle_type"": ""sedan""}",False
192,"{""name"": ""Kavitha Reddy"", ""address"": ""456 Jubilee Hills, Hyderabad, 500033"", ""ip_address"": ""14.139.56.78""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
193,"{""elastic_search"": ""cluster_healthy"", ""nodes"": 5}","{""elastic_search"": ""cluster_healthy"", ""nodes"": 5}",False
194,"{""passport"": ""J9637410"", ""minor_dependent"": false}","{""passport"": ""JXXXXXXX"", ""minor_dependent"": false}",True
195,"{""last_name"": ""Jain"", ""dietary_preference"": ""vegetarian""}","{""last_name"": ""Jain"", ""dietary_preference"": ""vegetarian""}",False
196,"{""aadhar"": ""678905432109"", ""family_head"": true}","{""aadhar"": ""XXXX XXXX 2109"", ""family_head"": true}",True
197,"{""prometheus_metric"": ""http_requests_total"", ""value"": 50000}","{""prometheus_metric"": ""http_requests_total"", ""value"": 50000}",False
198,"{""name"": ""Abhishek Tiwari"", ""email"": ""abhishek.tiwari@work.com"", ""device_type"": ""Mobile""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""device_type"": ""Mobile""}",True
199,"{""grafana_dashboard"": ""system_overview"", ""panels"": 12}","{""grafana_dashboard"": ""system_overview"", ""panels"": 12}",False
200,"{""upi_id"": ""savings@unionbank"", ""interest_rate"": 3.5}","{""upi_id"": ""saXXXX@unionbank"", ""interest_rate"": 3.5}",True
201,"{""city"": ""Bhopal"", ""air_quality"": ""moderate""}","{""city"": ""Bhopal"", ""air_quality"": ""moderate""}",False
202,"{""phone"": ""9012345678"", ""plan_type"": ""postpaid""}","{""phone"": ""90XXXXXX78"", ""plan_type"": ""postpaid""}",True
203,"{""first_name"": ""Shalini"", ""favorite_color"": ""blue""}","{""first_name"": ""Shalini"", ""favorite_color"": ""blue""}",False
204,"{""name"": ""Rohit Malhotra"", ""address"": ""789 CP Street, New Delhi, 110001"", ""phone"": ""8123456790""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""phone"": ""81XXXXXX90""}",True
205,"{""jenkins_build"": ""successful"", ""build_number"": 156}","{""jenkins_build"": ""successful"", ""build_number"": 156}",False
207,"{""last_name"": ""Chopra"", ""shoe_size"": 9}","{""last_name"": ""Chopra"", ""shoe_size"": 9}",False
208,"{""aadhar"": ""789016543210"", ""nomination_updated"": true}","{""aadhar"": ""XXXX XXXX 3210"", ""nomination_updated"": true}",True
209,"{""terraform_state"": ""applied"", ""resources"": 23}","{""terraform_state"": ""applied"", ""resources"": 23}",False
210,"{""name"": ""Shilpa Shetty"", ""email"": ""shilpa.shetty@personal.com"", ""ip_address"": ""122.161.85.94""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
211,"{""ansible_playbook"": ""deploy_app"", ""tasks"": 15}","{""ansible_playbook"": ""deploy_app"", ""tasks"": 15}",False
212,"{""upi_id"": ""2109876543@ybl"", ""kyc_level"": ""full""}","{""upi_id"": ""21XXXX@ybl"", ""kyc_level"": ""full""}",True
213,"{""city"": ""Vadodara"", ""population"": 1670000}","{""city"": ""Vadodara"", ""population"": 1670000}",False
214,"{""phone"": ""8456789012"", ""signal_strength"": ""-65dBm""}","{""phone"": ""84XXXXXX12"", ""signal_strength"": ""-65dBm""}",True
215,"{""first_name"": ""Gaurav"", ""t_shirt_size"": ""L""}","{""first_name"": ""Gaurav"", ""t_shirt_size"": ""L""}",False
216,"{""name"": ""Madhuri Dixit"", ""address"": ""321 Film City, Mumbai, 400059"", ""email"": ""madhuri@bollywood.com""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""email"": ""REDACTED_PII""}",True
217,"{""docker_compose"": ""version_3"", ""services"": 8}","{""docker_compose"": ""version_3"", ""services"": 8}",False
218,"{""passport"": ""I1597532"", ""blood_type"": ""A+""}","{""passport"": ""IXXXXXXX"", ""blood_type"": ""A+""}",True
219,"{""last_name"": ""Bansal"", ""coffee_preference"": ""cappuccino""}","{""last_name"": ""Bansal"", ""coffee_preference"": ""cappuccino""}",False
220,"{""aadhar"": ""890127654321"", ""senior_citizen"": false}","{""aadhar"": ""XXXX XXXX 4321"", ""senior_citizen"": false}",True
221,"{""nagios_check"": ""ok"", ""last_check"": ""2024-01-20T15:30:00Z""}","{""nagios_check"": ""ok"", ""last_check"": ""2024-01-20T15:30:00Z""}",False
222,"{""name"": ""Nikhil Sharma"", ""phone"": ""7234567890"", ""email"": ""nikhil.sharma@tech.in""}","{""name"": ""REDACTED_PII"", ""phone"": ""72XXXXXX90"", ""email"": ""REDACTED_PII""}",True
223,"{""zabbix_host"": ""web_server_01"", ""status"": ""monitored""}","{""zabbix_host"": ""web_server_01"", ""status"": ""monitored""}",False
224,"{""upi_id"": ""business@yesbank"", ""gst_registered"": true}","{""upi_id"": ""buXXXX@yesbank"", ""gst_registered"": true}",True
225,"{""city"": ""Surat"", ""textile_hub"": true}","{""city"": ""Surat"", ""textile_hub"": true}",False
226,"{""phone"": ""9345678012"", ""voicemail_enabled"": false}","{""phone"": ""93XXXXXX12"", ""voicemail_enabled"": false}",True
227,"{""first_name"": ""Pooja"", ""pet_name"": ""Bruno""}","{""first_name"": ""Pooja"", ""pet_name"": ""Bruno""}",False
228,"{""name"": ""Kiran Kumar"", ""address"": ""654 Residency Road, Mysore, 570001"", ""ip_address"": ""203.192.214.156""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
229,"{""splunk_index"": ""main"", ""events_per_day"": 1000000}","{""splunk_index"": ""main"", ""events_per_day"": 1000000}",False
230,"{""passport"": ""O8529637"", ""dual_citizenship"": false}","{""passport"": ""OXXXXXXX"", ""dual_citizenship"": false}",True
231,"{""last_name"": ""Agrawal"", ""music_preference"": ""classical""}","{""last_name"": ""Agrawal"", ""music_preference"": ""classical""}",False
232,"{""aadhar"": ""901238765432"", ""disability_certificate"": false}","{""aadhar"": ""XXXX XXXX 5432"", ""disability_certificate"": false}",True
233,"{""elk_stack"": ""7.10.2"", ""log_retention"": ""30_days""}","{""elk_stack"": ""7.10.2"", ""log_retention"": ""30_days""}",False
234,"{""name"": ""Swati Nanda"", ""email"": ""swati.nanda@university.ac.in"", ""device_id"": ""STU789123""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""device_id"": ""REDACTED_PII""}",True
235,"{""redis_cache"": ""cluster_mode"", ""memory_usage"": ""2.1GB""}","{""redis_cache"": ""cluster_mode"", ""memory_usage"": ""2.1GB""}",False
236,"{""upi_id"": ""1098765432@paytm"", ""fraud_alert"": false}","{""upi_id"": ""10XXXX@paytm"", ""fraud_alert"": false}",True
237,"{""city"": ""Jodhpur"", ""heritage_site"": true}","{""city"": ""Jodhpur"", ""heritage_site"": true}",False
238,"{""phone"": ""8678901234"", ""emergency_contact"": true}","{""phone"": ""86XXXXXX34"", ""emergency_contact"": true}",True
239,"{""first_name"": ""Arpit"", ""gaming_preference"": ""FPS""}","{""first_name"": ""Arpit"", ""gaming_preference"": ""FPS""}",False
240,"{""name"": ""Geeta Patel"", ""address"": ""987 Law Garden Road, Ahmedabad, 380006"", ""phone"": ""6890123457""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""phone"": ""68XXXXXX57""}",True
241,"{""memcached"": ""1.6.9"", ""hit_ratio"": 0.84}","{""memcached"": ""1.6.9"", ""hit_ratio"": 0.84}",False
242,"{""passport"": ""U6174829"", ""organ_donor"": true}","{""passport"": ""UXXXXXXX"", ""organ_donor"": true}",True
243,"{""last_name"": ""Kulkarni"", ""sports_preference"": ""cricket""}","{""last_name"": ""Kulkarni"", ""sports_preference"": ""cricket""}",False
244,"{""aadhar"": ""012347896543"", ""pan_linked"": true}","{""aadhar"": ""XXXX XXXX 6543"", ""pan_linked"": true}",True
245,"{""fluentd_buffer"": ""file"", ""buffer_size"": ""256MB""}","{""fluentd_buffer"": ""file"", ""buffer_size"": ""256MB""}",False
246,"{""name"": ""Tarun Goel"", ""email"": ""tarun.goel@startup.io"", ""ip_address"": ""49.15.227.83""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
247,"{""haproxy_backend"": ""app_servers"", ""active_servers"": 6}","{""haproxy_backend"": ""app_servers"", ""active_servers"": 6}",False
248,"{""upi_id"": ""0987654321@okaxis"", ""reward_points"": 2500}","{""upi_id"": ""09XXXX@okaxis"", ""reward_points"": 2500}",True
249,"{""city"": ""Agra"", ""monument"": ""Taj Mahal""}","{""city"": ""Agra"", ""monument"": ""Taj Mahal""}",False
250,"{""phone"": ""7789012345"", ""data_plan"": ""unlimited""}","{""phone"": ""77XXXXXX45"", ""data_plan"": ""unlimited""}",True
251,"{""first_name"": ""Shruti"", ""zodiac_sign"": ""Leo""}","{""first_name"": ""Shruti"", ""zodiac_sign"": ""Leo""}",False
252,"{""name"": ""Varun Dhawan"", ""address"": ""123 Linking Road, Mumbai, 400050"", ""email"": ""varun@actor.com""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""email"": ""REDACTED_PII""}",True
253,"{""cassandra_cluster"": ""3_nodes"", ""replication_factor"": 3}","{""cassandra_cluster"": ""3_nodes"", ""replication_factor"": 3}",False
254,"{""passport"": ""Z3681470"", ""machine_readable"": true}","{""passport"": ""ZXXXXXXX"", ""machine_readable"": true}",True
255,"{""last_name"": ""Sinha"", ""reading_habit"": ""fiction""}","{""last_name"": ""Sinha"", ""reading_habit"": ""fiction""}",False
256,"{""aadhar"": ""123498765432"", ""uan_linked"": true}","{""aadhar"": ""XXXX XXXX 5432"", ""uan_linked"": true}",True
257,"{""neo4j_database"": ""graph_analytics"", ""node_count"": 50000}","{""neo4j_database"": ""graph_analytics"", ""node_count"": 50000}",False
258,"{""name"": ""Ritesh Deshmukh"", ""phone"": ""9876543210"", ""email"": ""ritesh@film.in""}","{""name"": ""REDACTED_PII"", ""phone"": ""98XXXXXX10"", ""email"": ""REDACTED_PII""}",True
259,"{""apache_kafka"": ""2.8.0"", ""topics"": 25}","{""apache_kafka"": ""2.8.0"", ""topics"": 25}",False
260,"{""upi_id"": ""9876543210@ibl"", ""standing_instruction"": true}","{""upi_id"": ""98XXXX@ibl"", ""standing_instruction"": true}",True
261,"{""city"": ""Guwahati"", ""tea_capital"": true}","{""city"": ""Guwahati"", ""tea_capital"": true}",False
262,"{""phone"": ""6123456789"", ""hotspot_enabled"": true}","{""phone"": ""61XXXXXX89"", ""hotspot_enabled"": true}",True
263,"{""first_name"": ""Tanvi"", ""dance_form"": ""bharatanatyam""}","{""first_name"": ""Tanvi"", ""dance_form"": ""bharatanatyam""}",False
264,"{""name"": ""Sachin Tendulkar"", ""address"": ""456 Perry Cross Road, Mumbai, 400050"", ""ip_address"": ""203.88.142.91""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
265,"{""airflow_dag"": ""data_pipeline"", ""schedule_interval"": ""@daily""}","{""airflow_dag"": ""data_pipeline"", ""schedule_interval"": ""@daily""}",False
266,"{""passport"": ""W9527413"", ""special_endorsement"": false}","{""passport"": ""WXXXXXXX"", ""special_endorsement"": false}",True
267,"{""last_name"": ""Pandey"", ""cooking_skill"": ""intermediate""}","{""last_name"": ""Pandey"", ""cooking_skill"": ""intermediate""}",False
268,"{""aadhar"": ""234509876543"", ""ration_card_linked"": true}","{""aadhar"": ""XXXX XXXX 6543"", ""ration_card_linked"": true}",True
269,"{""spark_cluster"": ""4_workers"", ""memory"": ""16GB""}","{""spark_cluster"": ""4_workers"", ""memory"": ""16GB""}",False
270,"{""name"": ""Alia Bhatt"", ""email"": ""alia@bollywood.in"", ""device_type"": ""iPhone""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""device_type"": ""iPhone""}",True
271,"{""hdfs_replication"": 3, ""block_size"": ""128MB""}","{""hdfs_replication"": 3, ""block_size"": ""128MB""}",False
272,"{""upi_id"": ""8765432109@ybl"", ""max_transaction_limit"": 200000}","{""upi_id"": ""87XXXX@ybl"", ""max_transaction_limit"": 200000}",True
273,"{""city"": ""Dehradun"", ""hill_station"": true}","{""city"": ""Dehradun"", ""hill_station"": true}",False
274,"{""phone"": ""9567890123"", ""call_forwarding"": false}","{""phone"": ""95XXXXXX23"", ""call_forwarding"": false}",True
275,"{""first_name"": ""Yash"", ""favorite_cuisine"": ""Italian""}","{""first_name"": ""Yash"", ""favorite_cuisine"": ""Italian""}",False
276,"{""name"": ""Deepika Padukone"", ""address"": ""789 Bandra West, Mumbai, 400050"", ""phone"": ""8901234567""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""phone"": ""89XXXXXX67""}",True
277,"{""mongodb_replica"": ""primary"", ""oplog_size"": ""2GB""}","{""mongodb_replica"": ""primary"", ""oplog_size"": ""2GB""}",False
278,"{""passport"": ""E4702581"", ""chip_enabled"": true}","{""passport"": ""EXXXXXXX"", ""chip_enabled"": true}",True
279,"{""last_name"": ""Gupta"", ""travel_frequency"": ""frequent""}","{""last_name"": ""Gupta"", ""travel_frequency"": ""frequent""}",False
280,"{""aadhar"": ""345608976543"", ""voter_id_linked"": true}","{""aadhar"": ""XXXX XXXX 6543"", ""voter_id_linked"": true}",True
281,"{""postgresql_version"": ""13.4"", ""extensions"": ""postgis,pg_stat_statements""}","{""postgresql_version"": ""13.4"", ""extensions"": ""postgis,pg_stat_statements""}",False
282,"{""name"": ""Ranbir Kapoor"", ""email"": ""ranbir@movies.com"", ""ip_address"": ""117.196.148.205""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
283,"{""consul_cluster"": ""3_agents"", ""leader_election"": true}","{""consul_cluster"": ""3_agents"", ""leader_election"": true}",False
284,"{""upi_id"": ""7654321098@paytm"", ""mobile_banking"": true}","{""upi_id"": ""76XXXX@paytm"", ""mobile_banking"": true}",True
285,"{""city"": ""Shimla"", ""altitude"": ""2205m""}","{""city"": ""Shimla"", ""altitude"": ""2205m""}",False
286,"{""phone"": ""8234567890"", ""wifi_calling"": true}","{""phone"": ""82XXXXXX90"", ""wifi_calling"": true}",True
287,"{""first_name"": ""Ishita"", ""language_skills"": ""Hindi,English,French""}","{""first_name"": ""Ishita"", ""language_skills"": ""Hindi,English,French""}",False
288,"{""name"": ""Hrithik Roshan"", ""address"": ""321 Juhu Beach, Mumbai, 400049"", ""email"": ""hrithik@superstar.in""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""email"": ""REDACTED_PII""}",True
289,"{""vault_secrets"": ""encrypted"", ""policies"": 8}","{""vault_secrets"": ""encrypted"", ""policies"": 8}",False
290,"{""passport"": ""D7418529"", ""photo_biometric"": true}","{""passport"": ""DXXXXXXX"", ""photo_biometric"": true}",True
291,"{""last_name"": ""Saxena"", ""workout_routine"": ""yoga""}","{""last_name"": ""Saxena"", ""workout_routine"": ""yoga""}",False
292,"{""aadhar"": ""456709876543"", ""driving_license_linked"": true}","{""aadhar"": ""XXXX XXXX 6543"", ""driving_license_linked"": true}",True
293,"{""kubernetes_ingress"": ""nginx"", ""ssl_termination"": true}","{""kubernetes_ingress"": ""nginx"", ""ssl_termination"": true}",False
294,"{""name"": ""Katrina Kaif"", ""phone"": ""7123456890"", ""email"": ""katrina@actress.com""}","{""name"": ""REDACTED_PII"", ""phone"": ""71XXXXXX90"", ""email"": ""REDACTED_PII""}",True
295,"{""etcd_cluster"": ""healthy"", ""raft_applied_index"": 1000000}","{""etcd_cluster"": ""healthy"", ""raft_applied_index"": 1000000}",False
296,"{""upi_id"": ""6543210987@okaxis"", ""joint_account"": false}","{""upi_id"": ""65XXXX@okaxis"", ""joint_account"": false}",True
297,"{""city"": ""Manali"", ""skiing_season"": ""winter""}","{""city"": ""Manali"", ""skiing_season"": ""winter""}",False
298,"{""phone"": ""9789012345"", ""conference_calling"": true}","{""phone"": ""97XXXXXX45"", ""conference_calling"": true}",True
299,"{""first_name"": ""Naman"", ""programming_language"": ""Python""}","{""first_name"": ""Naman"", ""programming_language"": ""Python""}",False
300,"{""name"": ""Priyanka Chopra"", ""address"": ""654 Versova, Mumbai, 400061"", ""ip_address"": ""59.144.187.92""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
301,"{""istio_mesh"": ""enabled"", ""sidecar_injection"": true}","{""istio_mesh"": ""enabled"", ""sidecar_injection"": true}",False
302,"{""passport"": ""K1593574"", ""rfid_enabled"": true}","{""passport"": ""KXXXXXXX"", ""rfid_enabled"": true}",True
303,"{""last_name"": ""Tiwari"", ""meditation_practice"": ""mindfulness""}","{""last_name"": ""Tiwari"", ""meditation_practice"": ""mindfulness""}",False
304,"{""aadhar"": ""567890432109"", ""health_insurance_linked"": true}","{""aadhar"": ""XXXX XXXX 2109"", ""health_insurance_linked"": true}",True
305,"{""linkerd_proxy"": ""stable-2.11.1"", ""success_rate"": 99.9}","{""linkerd_proxy"": ""stable-2.11.1"", ""success_rate"": 99.9}",False
306,"{""name"": ""Akshay Kumar"", ""email"": ""akshay@actionhero.in"", ""device_id"": ""ACTOR123""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""device_id"": ""REDACTED_PII""}",True
307,"{""opentelemetry"": ""enabled"", ""traces_per_second"": 1000}","{""opentelemetry"": ""enabled"", ""traces_per_second"": 1000}",False
308,"{""upi_id"": ""5432109876@ybl"", ""credit_card_linked"": true}","{""upi_id"": ""54XXXX@ybl"", ""credit_card_linked"": true}",True
309,"{""city"": ""Ooty"", ""tea_gardens"": true}","{""city"": ""Ooty"", ""tea_gardens"": true}",False
310,"{""phone"": ""8012345678"", ""5g_enabled"": true}","{""phone"": ""80XXXXXX78"", ""5g_enabled"": true}",True
311,"{""first_name"": ""Sneha"", ""fitness_goal"": ""weight_loss""}","{""first_name"": ""Sneha"", ""fitness_goal"": ""weight_loss""}",False
312,"{""name"": ""Salman Khan"", ""address"": ""987 Galaxy Apartments, Mumbai, 400050"", ""phone"": ""9123456780""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""phone"": ""91XXXXXX80""}",True
313,"{""jaeger_tracing"": ""distributed"", ""spans_collected"": 50000}","{""jaeger_tracing"": ""distributed"", ""spans_collected"": 50000}",False
314,"{""passport"": ""M8630741"", ""biometric_exit"": true}","{""passport"": ""MXXXXXXX"", ""biometric_exit"": true}",True
315,"{""last_name"": ""Mahajan"", ""hobby"": ""painting""}","{""last_name"": ""Mahajan"", ""hobby"": ""painting""}",False
316,"{""aadhar"": ""678901543210"", ""life_insurance_linked"": true}","{""aadhar"": ""XXXX XXXX 3210"", ""life_insurance_linked"": true}",True
317,"{""zipkin_spans"": ""sampled"", ""sampling_rate"": 0.1}","{""zipkin_spans"": ""sampled"", ""sampling_rate"": 0.1}",False
318,"{""name"": ""Aamir Khan"", ""email"": ""aamir@perfectionist.com"", ""ip_address"": ""14.139.67.143""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
319,"{""flagger_canary"": ""progressive"", ""success_threshold"": 99}","{""flagger_canary"": ""progressive"", ""success_threshold"": 99}",False
320,"{""upi_id"": ""4321098765@paytm"", ""fixed_deposit_linked"": true}","{""upi_id"": ""43XXXX@paytm"", ""fixed_deposit_linked"": true}",True
321,"{""city"": ""Nainital"", ""lake_city"": true}","{""city"": ""Nainital"", ""lake_city"": true}",False
322,"{""phone"": ""7345678901"", ""volte_enabled"": true}","{""phone"": ""73XXXXXX01"", ""volte_enabled"": true}",True
323,"{""first_name"": ""Rajat"", ""investment_portfolio"": ""balanced""}","{""first_name"": ""Rajat"", ""investment_portfolio"": ""balanced""}",False
324,"{""name"": ""Shah Rukh Khan"", ""address"": ""123 Mannat, Mumbai, 400050"", ""email"": ""srk@kingkhan.in""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""email"": ""REDACTED_PII""}",True
325,"{""argo_cd"": ""v2.4.0"", ""applications"": 15}","{""argo_cd"": ""v2.4.0"", ""applications"": 15}",False
326,"{""passport"": ""A7531864"", ""fast_track_eligible"": true}","{""passport"": ""AXXXXXXX"", ""fast_track_eligible"": true}",True
327,"{""last_name"": ""Verma"", ""social_media"": ""LinkedIn""}","{""last_name"": ""Verma"", ""social_media"": ""LinkedIn""}",False
328,"{""order_id"": ""ORD123456"", ""product_category"": ""Electronics"", ""status"": ""delivered""}","{""order_id"": ""ORD123456"", ""product_category"": ""Electronics"", ""status"": ""delivered""}",False
329,"{""transaction_id"": ""TXN789012"", ""payment_method"": ""credit_card"", ""amount"": 15000}","{""transaction_id"": ""TXN789012"", ""payment_method"": ""credit_card"", ""amount"": 15000}",False
330,"{""product_sku"": ""SKU456789"", ""brand"": ""Samsung"", ""rating"": 4.5}","{""product_sku"": ""SKU456789"", ""brand"": ""Samsung"", ""rating"": 4.5}",False
331,"{""campaign_id"": ""CAM123"", ""click_rate"": 0.045, ""conversion"": 0.12}","{""campaign_id"": ""CAM123"", ""click_rate"": 0.045, ""conversion"": 0.12}",False
332,"{""session_id"": ""SESS456"", ""page_views"": 8, ""bounce_rate"": 0.25}","{""session_id"": ""SESS456"", ""page_views"": 8, ""bounce_rate"": 0.25}",False
333,"{""warehouse_code"": ""WH001"", ""inventory_level"": 150, ""reorder_point"": 50}","{""warehouse_code"": ""WH001"", ""inventory_level"": 150, ""reorder_point"": 50}",False
334,"{""coupon_code"": ""SAVE20"", ""discount_percentage"": 20, ""usage_limit"": 1000}","{""coupon_code"": ""SAVE20"", ""discount_percentage"": 20, ""usage_limit"": 1000}",False
335,"{""api_key"": ""API789"", ""requests_per_minute"": 500, ""quota_exceeded"": false}","{""api_key"": ""API789"", ""requests_per_minute"": 500, ""quota_exceeded"": false}",False
336,"{""batch_id"": ""BATCH123"", ""processed_records"": 50000, ""error_count"": 12}","{""batch_id"": ""BATCH123"", ""processed_records"": 50000, ""error_count"": 12}",False
337,"{""log_entry"": ""INFO"", ""timestamp"": ""2024-01-20T10:30:00Z"", ""module"": ""payment_service""}","{""log_entry"": ""INFO"", ""timestamp"": ""2024-01-20T10:30:00Z"", ""module"": ""payment_service""}",False
338,"{""metric_name"": ""response_time"", ""value"": 120, ""unit"": ""milliseconds""}","{""metric_name"": ""response_time"", ""value"": 120, ""unit"": ""milliseconds""}",False
339,"{""feature_flag"": ""new_checkout"", ""enabled"": true, ""rollout_percentage"": 50}","{""feature_flag"": ""new_checkout"", ""enabled"": true, ""rollout_percentage"": 50}",False
340,"{""service_name"": ""user_service"", ""version"": ""v2.1.0"", ""health_status"": ""healthy""}","{""service_name"": ""user_service"", ""version"": ""v2.1.0"", ""health_status"": ""healthy""}",False
341,"{""database_name"": ""primary"", ""connection_pool"": 20, ""active_connections"": 15}","{""database_name"": ""primary"", ""connection_pool"": 20, ""active_connections"": 15}",False
342,"{""queue_name"": ""order_processing"", ""message_count"": 245, ""consumers"": 3}","{""queue_name"": ""order_processing"", ""message_count"": 245, ""consumers"": 3}",False
343,"{""cache_key"": ""user_profile_123"", ""ttl"": 3600, ""hit_ratio"": 0.85}","{""cache_key"": ""user_profile_123"", ""ttl"": 3600, ""hit_ratio"": 0.85}",False
344,"{""deployment_id"": ""DEP456"", ""environment"": ""production"", ""rollback_available"": true}","{""deployment_id"": ""DEP456"", ""environment"": ""production"", ""rollback_available"": true}",False
345,"{""alert_id"": ""ALT789"", ""severity"": ""warning"", ""acknowledged"": false}","{""alert_id"": ""ALT789"", ""severity"": ""warning"", ""acknowledged"": false}",False
346,"{""backup_id"": ""BAK123"", ""size"": ""2.5GB"", ""verification"": ""passed""}","{""backup_id"": ""BAK123"", ""size"": ""2.5GB"", ""verification"": ""passed""}",False
347,"{""test_suite"": ""integration_tests"", ""passed"": 145, ""failed"": 3}","{""test_suite"": ""integration_tests"", ""passed"": 145, ""failed"": 3}",False
348,"{""build_number"": ""BUILD789"", ""commit_hash"": ""abc123def"", ""deployment_time"": ""2024-01-20T14:25:00Z""}","{""build_number"": ""BUILD789"", ""commit_hash"": ""abc123def"", ""deployment_time"": ""2024-01-20T14:25:00Z""}",False
349,"{""region"": ""ap-south-1"", ""availability_zone"": ""ap-south-1a"", ""instance_type"": ""t3.medium""}","{""region"": ""ap-south-1"", ""availability_zone"": ""ap-south-1a"", ""instance_type"": ""t3.medium""}",False
350,"{""security_scan"": ""vulnerability_assessment"", ""high_risk"": 0, ""medium_risk"": 2}","{""security_scan"": ""vulnerability_assessment"", ""high_risk"": 0, ""medium_risk"": 2}",False
351,"{""load_balancer"": ""ALB"", ""target_groups"": 2, ""healthy_targets"": 6}","{""load_balancer"": ""ALB"", ""target_groups"": 2, ""healthy_targets"": 6}",False
352,"{""cdn_provider"": ""CloudFront"", ""cache_hit_ratio"": 0.92, ""origin_requests"": 1500}","{""cdn_provider"": ""CloudFront"", ""cache_hit_ratio"": 0.92, ""origin_requests"": 1500}",False
353,"{""ssl_certificate"": ""wildcard"", ""issuer"": ""Let's Encrypt"", ""expiry"": ""2024-12-31""}","{""ssl_certificate"": ""wildcard"", ""issuer"": ""Let's Encrypt"", ""expiry"": ""2024-12-31""}",False
354,"{""monitoring_dashboard"": ""system_overview"", ""widgets"": 12, ""refresh_interval"": 30}","{""monitoring_dashboard"": ""system_overview"", ""widgets"": 12, ""refresh_interval"": 30}",False
355,"{""compliance_check"": ""gdpr"", ""status"": ""compliant"", ""last_audit"": ""2024-01-01""}","{""compliance_check"": ""gdpr"", ""status"": ""compliant"", ""last_audit"": ""2024-01-01""}",False
356,"{""machine_learning_model"": ""recommendation_engine"", ""accuracy"": 0.89, ""training_data"": ""1M_samples""}","{""machine_learning_model"": ""recommendation_engine"", ""accuracy"": 0.89, ""training_data"": ""1M_samples""}",False
